user_id,timestamp,hour,water_ml,temperature,day,daily_total,day_of_week,is_weekend,past_hour_intake,avg_intake_so_far,time_diff,anomaly,anomaly_score
user1,2025-11-27 13:46:52.121669,13,237,25.9,19,1213,3,0,295.0,202.16666666666666,66.21666666666667,1,-0.41483661736434285
user1,2025-11-27 14:09:59.121669,14,172,26.01,19,1385,3,0,237.0,197.85714285714286,23.116666666666667,1,-0.45829307928106616
user1,2025-11-27 15:29:41.121669,15,277,26.71,19,1662,3,0,172.0,207.75,79.7,1,-0.45040849446923437
user1,2025-11-27 16:40:16.121669,16,196,23.9,19,1858,3,0,277.0,206.44444444444446,70.58333333333333,1,-0.44161365086347415
user1,2025-11-27 17:34:00.121669,17,117,27.52,19,1975,3,0,196.0,197.5,53.733333333333334,1,-0.4614680526818536
user1,2025-11-27 20:21:43.121669,20,89,27.56,19,2064,3,0,117.0,187.63636363636363,167.71666666666667,1,-0.5171838158440928
user1,2025-11-27 21:10:13.121669,21,108,24.79,19,2172,3,0,89.0,181.0,48.5,1,-0.47497705672241997
user1,2025-11-27 22:47:25.121669,22,108,24.74,19,2280,3,0,108.0,175.3846153846154,97.2,1,-0.492132571484032
user1,2025-11-28 06:41:05.121669,6,174,26.61,20,174,4,0,185.45870206489676,174.0,0.0,1,-0.46886405110263285
user1,2025-11-28 08:30:35.121669,8,170,26.46,20,344,4,0,174.0,172.0,109.5,1,-0.4481097982750293
user1,2025-11-28 10:09:53.121669,10,202,27.5,20,546,4,0,170.0,182.0,99.3,1,-0.4338295731219367
user1,2025-11-28 12:18:43.121669,12,240,23.12,20,786,4,0,202.0,196.5,128.83333333333334,1,-0.469049590697045
user1,2025-11-28 14:21:14.121669,14,195,22.68,20,981,4,0,240.0,196.2,122.51666666666667,1,-0.462112140712572
user1,2025-11-28 15:30:08.121669,15,189,22.05,20,1170,4,0,195.0,195.0,68.9,1,-0.44923794052386107
user1,2025-11-28 17:24:38.121669,17,194,26.88,20,1364,4,0,189.0,194.85714285714286,114.5,1,-0.43738047540124525
user1,2025-11-28 18:59:27.121669,18,159,27.78,20,1523,4,0,194.0,190.375,94.81666666666666,1,-0.43531787997913074
user1,2025-11-28 19:37:03.121669,19,132,23.46,20,1655,4,0,159.0,183.88888888888889,37.6,1,-0.45855493953210436
user1,2025-11-28 20:29:40.121669,20,119,24.29,20,1774,4,0,132.0,177.4,52.61666666666667,1,-0.45075004092062626
user1,2025-11-28 22:41:43.121669,22,156,25.87,20,1930,4,0,119.0,175.45454545454547,132.05,1,-0.48840135310038296
user1,2025-11-29 09:52:49.121669,9,129,23.99,21,129,5,1,185.45870206489676,129.0,0.0,1,-0.48634471702246745
user1,2025-11-29 10:18:43.121669,10,251,22.66,21,380,5,1,129.0,190.0,25.9,1,-0.4967604358406679
user1,2025-11-29 13:19:13.121669,13,220,27.76,21,600,5,1,251.0,200.0,180.5,1,-0.4951488141518469
user1,2025-11-29 14:58:39.121669,14,320,23.11,21,920,5,1,220.0,230.0,99.43333333333334,1,-0.5282053365307401
user1,2025-11-29 15:55:15.121669,15,216,25.66,21,1136,5,1,320.0,227.2,56.6,1,-0.4190023336534371
user1,2025-11-29 16:14:11.121669,16,236,27.35,21,1372,5,1,216.0,228.66666666666666,18.933333333333334,1,-0.4516892788689192
user1,2025-11-29 17:16:13.121669,17,119,22.89,21,1491,5,1,236.0,213.0,62.03333333333333,1,-0.46819940348543143
user1,2025-11-29 20:02:21.121669,20,124,24.56,21,1615,5,1,119.0,201.875,166.13333333333333,1,-0.4845743386310194
user1,2025-11-29 21:35:48.121669,21,119,22.58,21,1734,5,1,124.0,192.66666666666666,93.45,1,-0.4720906323497259
user1,2025-11-29 22:52:01.121669,22,116,23.93,21,1850,5,1,119.0,185.0,76.21666666666667,1,-0.4828305245939824
user1,2025-11-30 07:04:35.121669,7,179,26.69,22,179,6,1,185.45870206489676,179.0,0.0,1,-0.4527264073698654
user1,2025-11-30 08:36:15.121669,8,210,28.68,22,389,6,1,179.0,194.5,91.66666666666667,1,-0.4546027911841223
user1,2025-11-30 09:56:14.121669,9,192,27.64,22,581,6,1,210.0,193.66666666666666,79.98333333333333,1,-0.4258749106423195
user1,2025-11-30 10:29:16.121669,10,273,24.21,22,854,6,1,192.0,213.5,33.03333333333333,1,-0.4819744355740192
user1,2025-11-30 13:07:44.121669,13,302,28.48,22,1156,6,1,273.0,231.2,158.46666666666667,1,-0.5164972990730713
user1,2025-11-30 14:09:36.121669,14,210,24.47,22,1366,6,1,302.0,227.66666666666666,61.86666666666667,1,-0.42297547519190165
user1,2025-11-30 16:40:31.121669,16,245,27.8,22,1611,6,1,210.0,230.14285714285714,150.91666666666666,1,-0.482011322281954
user1,2025-11-30 17:33:57.121669,17,144,28.49,22,1755,6,1,245.0,219.375,53.43333333333333,1,-0.4296858942349772
user1,2025-11-30 19:28:34.121669,19,199,25.46,22,1954,6,1,144.0,217.11111111111111,114.61666666666666,1,-0.460932193807127
user1,2025-11-30 20:48:39.121669,20,88,27.9,22,2042,6,1,199.0,204.2,80.08333333333333,1,-0.48515289987603055
user1,2025-12-01 06:19:12.121669,6,103,25.47,23,103,0,0,185.45870206489676,103.0,0.0,1,-0.520119545124356
user1,2025-12-01 07:23:22.121669,7,216,22.54,23,319,0,0,103.0,159.5,64.16666666666667,1,-0.4955809968344145
user1,2025-12-01 08:42:21.121669,8,97,25.97,23,416,0,0,216.0,138.66666666666666,78.98333333333333,1,-0.4869137721205496
user1,2025-12-01 09:03:15.121669,9,158,26.24,23,574,0,0,97.0,143.5,20.9,1,-0.44212772926471505
user1,2025-12-01 10:26:43.121669,10,241,23.93,23,815,0,0,158.0,163.0,83.46666666666667,1,-0.44208054799551555
user1,2025-12-01 11:08:20.121669,11,233,23.31,23,1048,0,0,241.0,174.66666666666666,41.61666666666667,1,-0.4426891183884685
user1,2025-12-01 13:24:14.121669,13,261,21.99,23,1309,0,0,233.0,187.0,135.9,1,-0.519609271147908
user1,2025-12-01 14:40:32.121669,14,212,23.87,23,1521,0,0,261.0,190.125,76.3,1,-0.4303806735459873
user1,2025-12-01 15:27:25.121669,15,162,23.39,23,1683,0,0,212.0,187.0,46.88333333333333,1,-0.45504160345909805
user1,2025-12-01 16:24:18.121669,16,183,26.5,23,1866,0,0,162.0,186.6,56.88333333333333,1,-0.4257526878536916
user1,2025-12-01 17:34:23.121669,17,177,23.82,23,2043,0,0,183.0,185.72727272727272,70.08333333333333,1,-0.44126328011710625
user1,2025-12-01 19:39:16.121669,19,167,22.97,23,2210,0,0,177.0,184.16666666666666,124.88333333333334,1,-0.4838713561135083
user1,2025-12-01 21:20:38.121669,21,135,21.54,23,2345,0,0,167.0,180.3846153846154,101.36666666666666,1,-0.49628866409040767
user1,2025-12-01 22:11:36.121669,22,102,26.24,23,2447,0,0,135.0,174.78571428571428,50.96666666666667,1,-0.5071904347350151
user1,2025-12-02 06:55:05.121669,6,173,28.53,24,173,1,0,185.45870206489676,173.0,0.0,1,-0.47039439348738094
user1,2025-12-02 07:48:37.121669,7,210,32.88,24,383,1,0,173.0,191.5,53.53333333333333,1,-0.5330751884510242
user1,2025-12-02 11:06:13.121669,11,247,32.44,24,630,1,0,210.0,210.0,197.6,-1,-0.5420589396263861
user1,2025-12-02 13:11:45.121669,13,246,28.58,24,876,1,0,247.0,219.0,125.53333333333333,1,-0.4524900856919874
user1,2025-12-02 15:40:53.121669,15,300,34.22,24,1176,1,0,246.0,235.2,149.13333333333333,-1,-0.5884650858024231
user1,2025-12-02 16:45:36.121669,16,207,33.49,24,1383,1,0,300.0,230.5,64.71666666666667,1,-0.5034542440734743
user1,2025-12-02 19:46:46.121669,19,254,31.62,24,1637,1,0,207.0,233.85714285714286,181.16666666666666,-1,-0.5434242962341903
user1,2025-12-02 20:11:59.121669,20,147,31.11,24,1784,1,0,254.0,223.0,25.216666666666665,1,-0.48975233118305195
user1,2025-12-02 22:37:10.121669,22,115,31.8,24,1899,1,0,147.0,211.0,145.18333333333334,-1,-0.5386147454116641
user1,2025-12-03 06:18:41.121669,6,177,24.24,25,177,2,0,185.45870206489676,177.0,0.0,1,-0.49013675756925423
user1,2025-12-03 07:12:05.121669,7,210,24.64,25,387,2,0,177.0,193.5,53.4,1,-0.469467715361288
user1,2025-12-03 09:30:07.121669,9,212,27.31,25,599,2,0,210.0,199.66666666666666,138.03333333333333,1,-0.4720480579718387
user1,2025-12-03 10:05:44.121669,10,193,24.31,25,792,2,0,212.0,198.0,35.61666666666667,1,-0.44329988876741694
user1,2025-12-03 11:04:36.121669,11,282,25.21,25,1074,2,0,193.0,214.8,58.86666666666667,1,-0.46334421707881285
user1,2025-12-03 12:28:11.121669,12,249,23.94,25,1323,2,0,282.0,220.5,83.58333333333333,1,-0.4512704288323462
user1,2025-12-03 13:43:17.121669,13,190,28.73,25,1513,2,0,249.0,216.14285714285714,75.1,1,-0.43511760865689897
user1,2025-12-03 14:58:53.121669,14,203,26.52,25,1716,2,0,190.0,214.5,75.6,1,-0.43068824236583847
user1,2025-12-03 16:51:03.121669,16,155,26.12,25,1871,2,0,203.0,207.88888888888889,112.16666666666667,1,-0.44899556226191484
user1,2025-12-03 17:30:06.121669,17,164,23.71,25,2035,2,0,155.0,203.5,39.05,1,-0.4564498933165247
user1,2025-12-03 18:53:46.121669,18,228,27.04,25,2263,2,0,164.0,205.72727272727272,83.66666666666667,1,-0.45105181823091084
user1,2025-12-03 20:22:08.121669,20,141,25.26,25,2404,2,0,228.0,200.33333333333334,88.36666666666666,1,-0.4546798451672691
user1,2025-12-03 21:20:17.121669,21,139,29.23,25,2543,2,0,141.0,195.6153846153846,58.15,1,-0.4719057542692031
user1,2025-12-04 07:27:46.121669,7,99,26.31,26,99,3,0,185.45870206489676,99.0,0.0,1,-0.5118038453165737
user1,2025-12-04 09:53:57.121669,9,175,25.48,26,274,3,0,99.0,137.0,146.18333333333334,1,-0.47287964010876127
user1,2025-12-04 10:51:38.121669,10,201,25.56,26,475,3,0,175.0,158.33333333333334,57.68333333333333,1,-0.43234202956424506
user1,2025-12-04 11:29:59.121669,11,231,28.05,26,706,3,0,201.0,176.5,38.35,1,-0.44214778682648687
user1,2025-12-04 12:24:57.121669,12,289,30.33,26,995,3,0,231.0,199.0,54.96666666666667,1,-0.4686747770957838
user1,2025-12-04 13:39:20.121669,13,185,28.65,26,1180,3,0,289.0,196.66666666666666,74.38333333333334,1,-0.425211294731633
user1,2025-12-04 14:15:37.121669,14,187,28.49,26,1367,3,0,185.0,195.28571428571428,36.28333333333333,1,-0.4443707777590715
user1,2025-12-04 15:20:32.121669,15,279,24.8,26,1646,3,0,187.0,205.75,64.91666666666667,1,-0.45553352109741624
user1,2025-12-04 16:02:41.121669,16,201,26.7,26,1847,3,0,279.0,205.22222222222223,42.15,1,-0.4296668161223775
user1,2025-12-04 17:39:43.121669,17,283,30.16,26,2130,3,0,201.0,213.0,97.03333333333333,1,-0.49170139575483035
user1,2025-12-04 18:44:37.121669,18,138,25.42,26,2268,3,0,283.0,206.1818181818182,64.9,1,-0.4515477630367721
user1,2025-12-04 21:50:56.121669,21,138,30.18,26,2406,3,0,138.0,200.5,186.31666666666666,1,-0.5208942213524266
user1,2025-12-04 22:06:00.121669,22,126,27.21,26,2532,3,0,138.0,194.76923076923077,15.066666666666666,1,-0.5238683154392123
user1,2025-12-05 08:03:19.121669,8,166,24.54,27,166,4,0,185.45870206489676,166.0,0.0,1,-0.4592728252918514
user1,2025-12-05 09:20:36.121669,9,125,27.89,27,291,4,0,166.0,145.5,77.28333333333333,1,-0.45069939750016524
user1,2025-12-05 10:53:00.121669,10,205,23.46,27,496,4,0,125.0,165.33333333333334,92.4,1,-0.4415174376896353
user1,2025-12-05 11:06:20.121669,11,154,23.49,27,650,4,0,205.0,162.5,13.333333333333334,1,-0.47233253043294643
user1,2025-12-05 13:44:37.121669,13,161,26.42,27,811,4,0,154.0,162.2,158.28333333333333,1,-0.46196413461876834
user1,2025-12-05 14:37:25.121669,14,160,24.29,27,971,4,0,161.0,161.83333333333334,52.8,1,-0.42923370738577593
user1,2025-12-05 17:56:14.121669,17,135,27.45,27,1106,4,0,160.0,158.0,198.81666666666666,1,-0.5090098972059643
user1,2025-12-05 22:48:29.121669,22,86,25.28,27,1192,4,0,135.0,149.0,292.25,-1,-0.6437332299771729
user1,2025-12-06 06:19:22.121669,6,145,30.42,28,145,5,1,185.45870206489676,145.0,0.0,1,-0.49691173649199205
user1,2025-12-06 07:11:33.121669,7,147,30.79,28,292,5,1,145.0,146.0,52.18333333333333,1,-0.4730829231355156
user1,2025-12-06 08:06:39.121669,8,166,29.57,28,458,5,1,147.0,152.66666666666666,55.1,1,-0.43881864667788123
user1,2025-12-06 10:43:10.121669,10,281,32.48,28,739,5,1,166.0,184.75,156.51666666666668,-1,-0.5503207692565444
user1,2025-12-06 11:49:30.121669,11,255,33.37,28,994,5,1,281.0,198.8,66.33333333333333,1,-0.5082634502431262
user1,2025-12-06 13:45:29.121669,13,195,33.67,28,1189,5,1,255.0,198.16666666666666,115.98333333333333,1,-0.5077705437108939
user1,2025-12-06 17:11:58.121669,17,134,28.35,28,1323,5,1,195.0,189.0,206.48333333333332,1,-0.5071760675058581
user1,2025-12-06 18:16:00.121669,18,311,31.47,28,1634,5,1,134.0,204.25,64.03333333333333,1,-0.5263954104679988
user1,2025-12-06 19:33:04.121669,19,207,29.48,28,1841,5,1,311.0,204.55555555555554,77.06666666666666,1,-0.4437882071883713
user1,2025-12-06 20:59:51.121669,20,140,28.54,28,1981,5,1,207.0,198.1,86.78333333333333,1,-0.4462703710476562
user1,2025-12-06 21:28:15.121669,21,119,29.05,28,2100,5,1,140.0,190.9090909090909,28.4,1,-0.46725228898160404
user1,2025-12-06 22:53:02.121669,22,128,33.54,28,2228,5,1,119.0,185.66666666666666,84.78333333333333,-1,-0.552041546391249
user1,2025-12-07 06:50:32.121669,6,121,24.48,29,121,6,1,185.45870206489676,121.0,0.0,1,-0.49099899520025886
user1,2025-12-07 07:19:24.121669,7,99,27.44,29,220,6,1,121.0,110.0,28.866666666666667,1,-0.507785068511632
user1,2025-12-07 09:15:38.121669,9,139,26.7,29,359,6,1,99.0,119.66666666666667,116.23333333333333,1,-0.4572597634959447
user1,2025-12-07 10:32:44.121669,10,230,26.16,29,589,6,1,139.0,147.25,77.1,1,-0.42320233781578126
user1,2025-12-07 11:26:14.121669,11,290,25.71,29,879,6,1,230.0,175.8,53.5,1,-0.4808948700645248
user1,2025-12-07 13:47:32.121669,13,156,24.04,29,1035,6,1,290.0,172.5,141.3,1,-0.4650433134651721
user1,2025-12-07 14:40:07.121669,14,255,26.55,29,1290,6,1,156.0,184.28571428571428,52.583333333333336,1,-0.430486416237604
user1,2025-12-07 15:47:16.121669,15,155,26.17,29,1445,6,1,255.0,180.625,67.15,1,-0.43104283640506086
user1,2025-12-07 16:32:21.121669,16,141,27.57,29,1586,6,1,155.0,176.22222222222223,45.083333333333336,1,-0.4379738411159912
user1,2025-12-07 18:03:21.121669,18,158,24.05,29,1744,6,1,141.0,174.4,91.0,1,-0.43524932219691526
user1,2025-12-07 19:56:42.121669,19,117,22.11,29,1861,6,1,158.0,169.1818181818182,113.35,1,-0.4887312003013838
user1,2025-12-07 20:46:24.121669,20,97,27.64,29,1958,6,1,117.0,163.16666666666666,49.7,1,-0.4715850776904896
user1,2025-12-07 21:16:38.121669,21,116,23.9,29,2074,6,1,97.0,159.53846153846155,30.233333333333334,1,-0.4812727416304634
user1,2025-12-07 22:07:29.121669,22,111,25.27,29,2185,6,1,116.0,156.07142857142858,50.85,1,-0.487104555285557
user1,2025-12-08 06:11:28.121669,6,106,25.49,30,106,0,0,185.45870206489676,106.0,0.0,1,-0.5152217470313757
user1,2025-12-08 08:41:59.121669,8,197,23.14,30,303,0,0,106.0,151.5,150.51666666666668,1,-0.5042487186996342
user1,2025-12-08 09:58:43.121669,9,125,20.78,30,428,0,0,197.0,142.66666666666666,76.73333333333333,1,-0.5002565368794036
user1,2025-12-08 11:38:19.121669,11,211,24.44,30,639,0,0,125.0,159.75,99.6,1,-0.44295381219689817
user1,2025-12-08 12:41:24.121669,12,213,21.5,30,852,0,0,211.0,170.4,63.083333333333336,1,-0.46033108211324447
user1,2025-12-08 14:37:06.121669,14,188,24.15,30,1040,0,0,213.0,173.33333333333334,115.7,1,-0.44752719354867126
user1,2025-12-08 15:16:21.121669,15,167,22.79,30,1207,0,0,188.0,172.42857142857142,39.25,1,-0.4531502011427821
user1,2025-12-08 18:17:22.121669,18,180,21.47,30,1387,0,0,167.0,173.375,181.01666666666668,1,-0.5199119832810882
user1,2025-12-08 19:02:15.121669,19,178,19.74,30,1565,0,0,180.0,173.88888888888889,44.88333333333333,1,-0.5180495860422336
user1,2025-12-08 20:52:40.121669,20,111,25.3,30,1676,0,0,178.0,167.6,110.41666666666667,1,-0.4677962863341094
user1,2025-12-08 21:13:34.121669,21,78,19.69,30,1754,0,0,111.0,159.45454545454547,20.9,-1,-0.6139766073522054
user1,2025-12-08 22:55:24.121669,22,130,22.53,30,1884,0,0,78.0,157.0,101.83333333333333,1,-0.49490604296919294
user1,2025-12-09 07:33:01.121669,7,120,24.9,31,120,1,0,185.45870206489676,120.0,0.0,1,-0.4792378494066225
user1,2025-12-09 08:56:35.121669,8,189,23.03,31,309,1,0,120.0,154.5,83.56666666666666,1,-0.4710649771362984
user1,2025-12-09 10:16:46.121669,10,263,25.48,31,572,1,0,189.0,190.66666666666666,80.18333333333334,1,-0.45523959982032686
user1,2025-12-09 11:27:36.121669,11,182,22.2,31,754,1,0,263.0,188.5,70.83333333333333,1,-0.4537401592971043
user1,2025-12-09 13:14:12.121669,13,227,20.93,31,981,1,0,182.0,196.2,106.6,1,-0.4848936056768481
user1,2025-12-09 14:26:01.121669,14,260,22.63,31,1241,1,0,227.0,206.83333333333334,71.81666666666666,1,-0.4545312555797271
user1,2025-12-09 15:35:23.121669,15,195,25.06,31,1436,1,0,260.0,205.14285714285714,69.36666666666666,1,-0.4211061846644072
user1,2025-12-09 17:23:32.121669,17,220,22.08,31,1656,1,0,195.0,207.0,108.15,1,-0.4676119262773653
user1,2025-12-09 18:41:06.121669,18,210,23.81,31,1866,1,0,220.0,207.33333333333334,77.56666666666666,1,-0.4324475059426207
user1,2025-12-09 19:32:57.121669,19,208,24.75,31,2074,1,0,210.0,207.4,51.85,1,-0.45234152390709875
user1,2025-12-09 21:31:20.121669,21,112,23.47,31,2186,1,0,208.0,198.72727272727272,118.38333333333334,1,-0.5048518679306551
user1,2025-12-09 22:49:08.121669,22,135,24.56,31,2321,1,0,112.0,193.41666666666666,77.8,1,-0.4707613811052907
user1,2025-12-10 06:26:04.121669,6,167,28.33,32,167,2,0,185.45870206489676,167.0,0.0,1,-0.46836296345151257
user1,2025-12-10 09:05:09.121669,9,112,27.42,32,279,2,0,167.0,139.5,159.08333333333334,1,-0.5201668468976416
user1,2025-12-10 10:01:25.121669,10,197,27.6,32,476,2,0,112.0,158.66666666666666,56.266666666666666,1,-0.42694754217500264
user1,2025-12-10 11:32:58.121669,11,208,28.29,32,684,2,0,197.0,171.0,91.55,1,-0.426765897672055
user1,2025-12-10 12:38:54.121669,12,202,23.31,32,886,2,0,208.0,177.2,65.93333333333334,1,-0.4278807511987048
user1,2025-12-10 13:20:13.121669,13,205,24.8,32,1091,2,0,202.0,181.83333333333334,41.31666666666667,1,-0.4254147390545372
user1,2025-12-10 14:48:10.121669,14,321,23.14,32,1412,2,0,205.0,201.71428571428572,87.95,1,-0.5046195770712852
user1,2025-12-10 15:47:48.121669,15,246,26.03,32,1658,2,0,321.0,207.25,59.63333333333333,1,-0.4362426343392663
user1,2025-12-10 16:05:13.121669,16,265,23.5,32,1923,2,0,246.0,213.66666666666666,17.416666666666668,1,-0.5005330034686389
user1,2025-12-10 17:09:57.121669,17,124,23.29,32,2047,2,0,265.0,204.7,64.73333333333333,1,-0.4670249984609807
user1,2025-12-10 18:37:33.121669,18,190,25.7,32,2237,2,0,124.0,203.36363636363637,87.6,1,-0.457480048617955
user1,2025-12-10 20:48:05.121669,20,82,26.6,32,2319,2,0,190.0,193.25,130.53333333333333,1,-0.5310181654146932
user1,2025-12-10 21:55:09.121669,21,159,26.01,32,2478,2,0,82.0,190.6153846153846,67.06666666666666,1,-0.4778300203581581
user1,2025-12-11 06:40:06.121669,6,156,23.65,33,156,3,0,185.45870206489676,156.0,0.0,1,-0.4857470490601672
user1,2025-12-11 07:49:58.121669,7,140,20.02,33,296,3,0,156.0,148.0,69.86666666666666,-1,-0.5394930176331523
user1,2025-12-11 09:12:21.121669,9,152,20.05,33,448,3,0,140.0,149.33333333333334,82.38333333333334,1,-0.5071241291987918
user1,2025-12-11 10:44:24.121669,10,176,21.25,33,624,3,0,152.0,156.0,92.05,1,-0.4713229324948735
user1,2025-12-11 11:39:42.121669,11,228,22.78,33,852,3,0,176.0,170.4,55.3,1,-0.4376164760214926
user1,2025-12-11 12:31:27.121669,12,150,22.89,33,1002,3,0,228.0,167.0,51.75,1,-0.4415645101833662
user1,2025-12-11 13:54:28.121669,13,246,22.18,33,1248,3,0,150.0,178.28571428571428,83.01666666666667,1,-0.46397800665920436
user1,2025-12-11 17:48:47.121669,17,157,20.58,33,1405,3,0,246.0,175.625,234.31666666666666,-1,-0.5698051755819805
user1,2025-12-11 19:41:56.121669,19,204,22.05,33,1609,3,0,157.0,178.77777777777777,113.15,1,-0.4900682968127526
user1,2025-12-11 20:59:26.121669,20,85,24.76,33,1694,3,0,204.0,169.4,77.5,1,-0.4959596009363234
user1,2025-12-11 22:02:54.121669,22,81,24.28,33,1775,3,0,85.0,161.36363636363637,63.46666666666667,1,-0.5198499767871542
user1,2025-12-12 06:46:18.121669,6,124,28.58,34,124,4,0,185.45870206489676,124.0,0.0,1,-0.5001544735834018
user1,2025-12-12 07:09:36.121669,7,141,29.39,34,265,4,0,124.0,132.5,23.3,1,-0.4692154168753513
user1,2025-12-12 08:53:02.121669,8,139,27.01,34,404,4,0,141.0,134.66666666666666,103.43333333333334,1,-0.4503692603312562
user1,2025-12-12 09:24:58.121669,9,115,23.95,34,519,4,0,139.0,129.75,31.933333333333334,1,-0.47581697531287886
user1,2025-12-12 14:47:14.121669,14,180,25.37,34,699,4,0,115.0,139.8,322.26666666666665,-1,-0.5606132810508592
user1,2025-12-12 15:10:21.121669,15,244,26.08,34,943,4,0,180.0,157.16666666666666,23.116666666666667,1,-0.4554526281609942
user1,2025-12-12 16:43:07.121669,16,128,24.7,34,1071,4,0,244.0,153.0,92.76666666666667,1,-0.4632626851115485
user1,2025-12-12 17:34:51.121669,17,210,26.8,34,1281,4,0,128.0,160.125,51.733333333333334,1,-0.4240193806256626
user1,2025-12-12 18:25:33.121669,18,127,28.32,34,1408,4,0,210.0,156.44444444444446,50.7,1,-0.4534419557100074
user1,2025-12-12 19:02:44.121669,19,204,26.24,34,1612,4,0,127.0,161.2,37.18333333333333,1,-0.44986654832757095
user1,2025-12-12 20:53:25.121669,20,105,26.83,34,1717,4,0,204.0,156.0909090909091,110.68333333333334,1,-0.4693347703245529
user1,2025-12-12 22:53:56.121669,22,103,23.79,34,1820,4,0,105.0,151.66666666666666,120.51666666666667,1,-0.5083095458803935
user1,2025-12-13 07:06:11.121669,7,118,29.96,35,118,5,1,185.45870206489676,118.0,0.0,1,-0.5089538520586486
user1,2025-12-13 09:51:02.121669,9,144,30.7,35,262,5,1,118.0,131.0,164.85,1,-0.5074352718004725
user1,2025-12-13 10:31:45.121669,10,325,34.29,35,587,5,1,144.0,195.66666666666666,40.71666666666667,-1,-0.6052472388667334
user1,2025-12-13 11:49:09.121669,11,263,30.58,35,850,5,1,325.0,212.5,77.4,1,-0.4588311889953322
user1,2025-12-13 12:10:26.121669,12,179,34.78,35,1029,5,1,263.0,205.8,21.283333333333335,-1,-0.5533418493854941
user1,2025-12-13 13:58:21.121669,13,249,31.98,35,1278,5,1,179.0,213.0,107.91666666666667,1,-0.46702275603264726
user1,2025-12-13 14:25:23.121669,14,229,33.3,35,1507,5,1,249.0,215.28571428571428,27.033333333333335,1,-0.5231293602755025
user1,2025-12-13 15:53:25.121669,15,211,30.91,35,1718,5,1,229.0,214.75,88.03333333333333,1,-0.44975407896402
user1,2025-12-13 20:05:02.121669,20,144,32.81,35,1862,5,1,211.0,206.88888888888889,251.61666666666667,-1,-0.5749508232147368
user1,2025-12-13 21:26:01.121669,21,115,30.16,35,1977,5,1,144.0,197.7,80.98333333333333,1,-0.47642961269012724
user1,2025-12-14 08:51:43.121669,8,185,26.7,36,185,6,1,185.45870206489676,185.0,0.0,1,-0.46649401995534845
user1,2025-12-14 11:14:55.121669,11,250,21.65,36,435,6,1,185.0,217.5,143.2,1,-0.5317999458544453
user1,2025-12-14 12:58:53.121669,12,159,26.15,36,594,6,1,250.0,198.0,103.96666666666667,1,-0.4389314463553704
user1,2025-12-14 13:05:47.121669,13,268,25.32,36,862,6,1,159.0,215.5,6.9,1,-0.4728657886943263
user1,2025-12-14 14:59:52.121669,14,270,22.54,36,1132,6,1,268.0,226.4,114.08333333333333,1,-0.4739312472422064
user1,2025-12-14 18:12:33.121669,18,199,22.76,36,1331,6,1,270.0,221.83333333333334,192.68333333333334,1,-0.506540284585407
user1,2025-12-14 19:32:56.121669,19,134,21.73,36,1465,6,1,199.0,209.28571428571428,80.38333333333334,1,-0.4745740235464808
user1,2025-12-14 20:00:04.121669,20,113,21.29,36,1578,6,1,134.0,197.25,27.133333333333333,1,-0.5222111651212489
user1,2025-12-15 06:20:21.121669,6,216,32.25,37,216,0,0,185.45870206489676,216.0,0.0,-1,-0.553518717601291
user1,2025-12-15 07:44:52.121669,7,173,28.35,37,389,0,0,216.0,194.5,84.51666666666667,1,-0.4500980294370237
user1,2025-12-15 08:47:00.121669,8,163,30.42,37,552,0,0,173.0,184.0,62.13333333333333,1,-0.4556723495420358
user1,2025-12-15 10:08:17.121669,10,287,29.17,37,839,0,0,163.0,209.75,81.28333333333333,1,-0.47333190406561104
user1,2025-12-15 11:49:22.121669,11,159,29.62,37,998,0,0,287.0,199.6,101.08333333333333,1,-0.4430506949271205
user1,2025-12-15 12:45:32.121669,12,186,29.32,37,1184,0,0,159.0,197.33333333333334,56.166666666666664,1,-0.43144700712086076
user1,2025-12-15 13:49:41.121669,13,204,31.48,37,1388,0,0,186.0,198.28571428571428,64.15,1,-0.45590574819583646
user1,2025-12-15 14:47:06.121669,14,243,27.7,37,1631,0,0,204.0,203.875,57.416666666666664,1,-0.4351423582983833
user1,2025-12-15 15:16:46.121669,15,212,31.77,37,1843,0,0,243.0,204.77777777777777,29.666666666666668,1,-0.48274235619465405
user1,2025-12-15 16:10:31.121669,16,299,32.59,37,2142,0,0,212.0,214.2,53.75,-1,-0.5598518966018095
user1,2025-12-15 17:30:47.121669,17,279,30.13,37,2421,0,0,299.0,220.0909090909091,80.26666666666667,1,-0.5027653679098404
user1,2025-12-15 18:44:24.121669,18,165,32.14,37,2586,0,0,279.0,215.5,73.61666666666666,1,-0.5209847229954354
user1,2025-12-15 19:03:41.121669,19,246,30.67,37,2832,0,0,165.0,217.84615384615384,19.283333333333335,-1,-0.5767234989292072
user1,2025-12-15 20:50:03.121669,20,133,28.99,37,2965,0,0,246.0,211.78571428571428,106.36666666666666,1,-0.5256276848316992
user1,2025-12-15 22:17:33.121669,22,153,28.78,37,3118,0,0,133.0,207.86666666666667,87.5,-1,-0.563135457440876
user1,2025-12-16 08:40:51.121669,8,150,21.92,38,150,1,0,185.45870206489676,150.0,0.0,1,-0.5010492033525809
user1,2025-12-16 10:24:53.121669,10,170,19.77,38,320,1,0,150.0,160.0,104.03333333333333,-1,-0.537494894238348
